duration_ms,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,top100
230840,0.394,0.981,-4.464,0.0845,0.000291,0.125,0.221,145.467,0
230853,0.569,0.496,-11.423,0.0674,0.393,0.11,0.808,82.822,0
230853,0.521,0.824,-4.498,0.287,0.197,0.124,0.502,112.614,0
230854,0.8,0.719,-6.262,0.234,0.109,0.058,0.815,143.975,0
230857,0.652,0.936,-3.536,0.0608,0.00222,0.324,0.48,105.047,0
230862,0.849,0.525,-6.644,0.197,0.164,0.0399,0.877,78.741,0
230866,0.453,0.151,-22.434,0.0386,0.947,0.13,0.551,97.328,0
230866,0.616,0.395,-6.017,0.0301,0.289,0.166,0.398,120.758,0
230866,0.393,0.487,-6.348,0.0337,0.229,0.128,0.3,151.958,0
230868,0.664,0.319,-8.149,0.0271,0.862,0.121,0.258,105.036,0
230875,0.713,0.732,-6.027,0.281,0.637,0.113,0.403,124.545,0
230875,0.489,0.625,-6.497,0.0584,0.288,0.133,0.439,149.921,0
230879,0.715,0.742,-4.331,0.0347,0.052,0.364,0.322,106.971,0
230880,0.599,0.465,-4.95,0.0314,0.643,0.149,0.0678,113.82,0
230880,0.59,0.923,-6.576,0.117,0.0236,0.0669,0.496,126.032,0
230903,0.748,0.472,-9.266,0.125,0.596,0.102,0.364,149.97,0
230905,0.622,0.869,-4.148,0.0432,0.531,0.252,0.86,150.097,0
230906,0.536,0.982,-2.605,0.182,0.000232,0.166,0.189,105.005,0
230906,0.632,0.21,-24.153,0.938,0.852,0.753,0.423,123.014,0
230906,0.855,0.655,-5.457,0.214,0.115,0.967,0.556,143.522,0
230907,0.571,0.692,-6.82,0.0371,0.6,0.214,0.724,141.917,0
230909,0.66,0.47,-5.217,0.0302,0.291,0.223,0.636,131.953,0
230915,0.686,0.285,-10.912,0.0291,0.689,0.129,0.672,103.995,0
230920,0.593,0.813,-6.575,0.044,0.00107,0.0605,0.433,130.038,0
230933,0.32,0.291,-12.972,0.0394,0.963,0.102,0.0783,102.281,0
230933,0.568,0.907,-4.641,0.0488,0.00115,0.0982,0.337,112.037,0
230933,0.444,0.928,-4.751,0.0502,0.000834,0.353,0.814,164.009,0
230943,0.721,0.729,-7.834,0.0544,0.0608,0.0642,0.762,105.942,0
230946,0.62,0.656,-6.821,0.0244,0.00565,0.118,0.479,108.017,0
230946,0.738,0.942,-6.058,0.0441,0.197,0.0996,0.977,139.193,0
230948,0.649,0.716,-3.936,0.0384,0.268,0.603,0.639,86.949,0
230948,0.322,0.582,-13.796,0.0548,0.631,0.122,0.724,159.807,0
230973,0.803,0.702,-5.154,0.0427,0.64,0.0715,0.894,102.516,0
230973,0.617,0.952,-5.018,0.168,0.0226,0.0253,0.62,111.924,0
230973,0.383,0.601,-6.588,0.0352,0.512,0.337,0.352,169.595,0
230986,0.422,0.772,-5.386,0.0307,0.000496,0.338,0.653,152.819,0
230986,0.445,0.605,-7.509,0.0304,0.25,0.321,0.692,162.588,0
230991,0.54,0.354,-14.947,0.0347,0.103,0.407,0.221,104.934,0
231000,0.632,0.362,-13.499,0.0348,0.624,0.108,0.299,78.968,0
231000,0.61,0.62,-6,0.03,0.01,0.37,0.48,80,1
231000,0.59,0.79,-6,0.04,0,0.12,0.49,95,1
231000,0.74,0.8,-3,0.05,0.5,0.25,0.51,104,1
231000,0.74,0.76,-5,0.04,0.01,0.37,0.52,110,1
231000,0.62,0.76,-3,0.03,0,0.19,0.66,121,1
231000,0.65,0.82,-4,0.04,0,0.67,0.77,126,1
231000,0.59,0.654,-7.85,0.0265,0.0199,0.107,0.223,127.996,0
231000,0.58,0.74,-4,0.05,0.31,0.2,0.61,128,1
231000,0.66,0.73,-5,0.13,0.69,0.16,0.59,138,1
231000,0.74,0.67,-6,0.04,0.19,0.11,0.27,141,1
231000,0.68,0.58,-6,0.04,0.33,0.14,0.34,145,1
231000,0.378,0.803,-5.075,0.0409,0.00314,0.109,0.116,156.118,0
231000,0.518,0.879,-3.087,0.119,0.0603,0.261,0.29,159.833,0
231000,0.676,0.67,-9.128,0.211,0.499,0.0616,0.15,160.017,0
231000,0.555,0.992,-1.483,0.135,0.000276,0.355,0.489,160.026,0
231000,0.427,0.961,-4.793,0.118,0.000471,0.107,0.139,160.027,0
231000,0.381,0.85,-6.579,0.0533,0.406,0.291,0.53,171.898,0
231000,0.28,0.74,-6,0.09,0,0.59,0.33,190,1
231000,0.46,0.82,-5,0.31,0,0.11,0.58,192,1
231013,0.51,0.885,-5.322,0.0442,0.000231,0.376,0.647,100.02,0
231022,0.774,0.584,-7.89,0.107,0.231,0.198,0.444,132,0
231022,0.774,0.584,-7.89,0.107,0.231,0.198,0.444,132,0
231026,0.187,0.0367,-24.026,0.0463,0.984,0.104,0.037,92.19,0
231026,0.58,0.847,-9.639,0.0516,0.00106,0.289,0.403,98.561,0
231026,0.626,0.746,-7.475,0.0402,0.698,0.687,0.759,104.079,0
231031,0.708,0.812,-4.475,0.0888,0.289,0.125,0.0719,103.004,0
231031,0.651,0.905,-5.921,0.0361,0.00826,0.296,0.603,124.823,0
231037,0.595,0.952,-1.892,0.042,0.0269,0.109,0.59,159.996,0
231039,0.652,0.392,-12.603,0.0381,0.857,0.0817,0.407,76.03,0
231040,0.467,0.937,-8.285,0.0483,0.0269,0.235,0.848,158.071,0
231040,0.495,0.479,-8.402,0.0273,0.852,0.237,0.715,159.844,0
231053,0.346,0.846,-4.796,0.0621,1.88E-05,0.117,0.28,143.152,0
231066,0.655,0.47,-11.395,0.0356,0.237,0.128,0.577,145.703,0
231068,0.177,0.0292,-34.392,0.0668,0.859,0.119,0.0772,120.22,0
231080,0.426,0.374,-11.909,0.0326,0.636,0.125,0.268,147.972,0
231080,0.594,0.82,-5.121,0.0415,0.0638,0.0767,0.782,186.033,0
231088,0.704,0.678,-5.829,0.0581,0.0161,0.101,0.166,99.993,0
231093,0.587,0.845,-6.175,0.0301,0.0283,0.195,0.788,102.012,0
231093,0.514,0.925,-5.467,0.0616,0.243,0.358,0.389,159.994,0
231093,0.308,0.338,-12.735,0.0379,0.582,0.0881,0.336,185.328,0
231106,0.54,0.661,-5.534,0.0381,0.0765,0.125,0.506,90.012,0
231114,0.517,0.753,-7.928,0.0515,0.0228,0.105,0.269,93.917,0
231118,0.25,0.765,-4.154,0.0414,0.0618,0.118,0.219,165.207,0
231125,0.718,0.52,-8.405,0.0582,0.317,0.118,0.384,86.442,0
231126,0.872,0.663,-4.901,0.0468,0.114,0.182,0.575,110.986,0
231133,0.645,0.698,-6.177,0.0433,0.238,0.0545,0.967,168.05,0
231136,0.791,0.348,-9.457,0.0434,0.594,0.097,0.49,131.972,0
231137,0.472,0.85,-3.951,0.106,0.64,0.635,0.706,93.753,0
231144,0.614,0.87,-8.855,0.0352,0.0287,0.0682,0.237,95.982,0
231146,0.255,0.342,-9.902,0.0339,0.795,0.173,0.342,80.873,0
231146,0.581,0.992,-2.976,0.109,0.004,0.353,0.2,99.974,0
231146,0.378,0.878,-3.672,0.0524,9.40E-06,0.145,0.382,137.611,0
231148,0.571,0.883,-6.896,0.0413,0.0001,0.159,0.462,119.993,0
231160,0.691,0.455,-10.348,0.0288,0.873,0.139,0.378,101.022,0
231160,0.349,0.134,-21.963,0.0505,0.821,0.0464,0.429,118.069,0
231160,0.644,0.819,-8.05,0.0324,0.136,0.233,0.782,132.037,0
231161,0.462,0.932,-3.933,0.0952,0.000139,0.226,0.46,90.496,0
231165,0.488,0.703,-8.243,0.0359,0.148,0.506,0.589,81.511,0
231173,0.285,0.651,-5.52,0.035,0.503,0.529,0.467,99.577,0
231173,0.743,0.752,-4.813,0.0414,0.0188,0.287,0.545,110.015,0
231173,0.689,0.811,-9.532,0.0314,0.0324,0.0658,0.551,119.839,0
231173,0.568,0.521,-6.453,0.0293,0.0492,0.331,0.112,139.969,0
231173,0.473,0.784,-6.146,0.123,0.00158,0.0753,0.519,141.279,0
231176,0.694,0.826,-8.472,0.0744,0.412,0.302,0.906,101.948,0
231186,0.755,0.537,-6.651,0.29,0.062,0.106,0.885,73.618,0
231186,0.43,0.676,-7.367,0.0272,0.15,0.187,0.215,90.927,0
231186,0.232,0.991,-2.912,0.246,0.00269,0.371,0.111,150.044,0
231187,0.788,0.621,-4.87,0.0556,0.00109,0.265,0.549,160.011,0
231192,0.787,0.537,-6.827,0.204,0.594,0.114,0.346,108.994,0
231200,0.51,0.949,-3.003,0.0507,0.0245,0.669,0.152,75.023,0
231200,0.546,0.874,-5.185,0.0364,0.00179,0.658,0.484,98,0
231200,0.629,0.305,-13.996,0.0315,0.778,0.117,0.263,120.103,0
231200,0.405,0.58,-6.166,0.0334,0.247,0.083,0.174,149.847,0
231205,0.412,0.416,-10.274,0.255,0.621,0.656,0.336,85.115,0
231211,0.559,0.777,-5.031,0.0432,0.31,0.105,0.329,87.016,0
231219,0.755,0.549,-7.289,0.0423,0.0822,0.0917,0.334,79.971,0
231219,0.649,0.964,-2.076,0.041,0.0207,0.0734,0.884,130.007,0
231220,0.202,0.827,-5.838,0.0892,0.00148,0.0781,0.363,153.247,0
231225,0.871,0.428,-14.031,0.127,0.39,0.281,0.403,101.162,0
231226,0.738,0.927,-4.211,0.0611,0.217,0.194,0.959,110.335,0
231232,0.792,0.577,-9.651,0.0952,0.0471,0.167,0.541,139.99,0
231233,0.807,0.625,-7.14,0.149,0.261,0.0872,0.257,141.101,0
231240,0.82,0.809,-6.759,0.251,0.443,0.0613,0.737,83.011,0
231240,0.671,0.354,-14.556,0.148,0.539,0.436,0.454,109.935,0
231242,0.555,0.538,-8.613,0.0655,0.739,0.492,0.591,147.967,0
231247,0.672,0.761,-2.804,0.0489,0.0109,0.0846,0.302,104.964,0
231253,0.466,0.981,-5.011,0.063,0.00041,0.0673,0.325,140.643,0
231262,0.724,0.767,-10.403,0.349,0.598,0.0701,0.945,75.986,0
231264,0.841,0.354,-11.736,0.166,0.0363,0.032,0.77,75.954,0
231266,0.471,0.862,-7.362,0.0407,0.00686,0.109,0.621,137.532,0
231280,0.674,0.793,-5.414,0.029,0.0137,0.329,0.751,131.94,0
231286,0.554,0.913,-4.262,0.103,0.0108,0.0635,0.588,136.066,0
231288,0.531,0.929,-4.882,0.0504,0.0571,0.378,0.205,150.02,0
231290,0.59,0.764,-4.735,0.0467,0.229,0.192,0.331,104.911,0
231290,0.432,0.898,-4.398,0.202,0.124,0.343,0.334,155.187,0
231292,0.511,0.697,-7.852,0.0294,0.382,0.148,0.288,109.994,0
231293,0.74,0.79,-5.868,0.186,0.0247,0.0666,0.914,94.983,0
231293,0.651,0.884,-3.986,0.0533,0.0242,0.202,0.285,125.941,0
231299,0.567,0.865,-6.731,0.0357,0.000526,0.353,0.444,131.984,0
231306,0.593,0.712,-6.325,0.0286,0.00184,0.128,0.473,124.013,0
231314,0.729,0.831,-3.255,0.0358,0.735,0.141,0.716,139.051,0
231315,0.285,0.539,-8.359,0.0295,0.0541,0.0967,0.235,137.83,0
231320,0.474,0.887,-8.649,0.0386,0.00951,0.16,0.818,149.931,0
231327,0.51,0.97,-4.19,0.077,9.11E-05,0.417,0.173,150.011,0
231333,0.62,0.573,-11.893,0.0423,0.271,0.0607,0.897,81.548,0
231333,0.527,0.824,-8.287,0.0607,0.288,0.391,0.326,92.492,0
231333,0.416,0.846,-8.412,0.0377,5.56E-05,0.0905,0.333,101.183,0
231333,0.724,0.684,-5.129,0.0342,0.00134,0.151,0.163,105,0
231333,0.564,0.598,-8.064,0.0262,0.0105,0.165,0.555,105.009,0
231333,0.503,0.958,-5.064,0.124,0.147,0.0993,0.312,165.863,0
231333,0.55,0.432,-7.121,0.0341,0.788,0.105,0.401,197.547,0
231346,0.601,0.678,-6.117,0.0312,0.485,0.226,0.754,98.086,0
231346,0.588,0.626,-8.181,0.0286,0.374,0.601,0.76,104.333,0
231359,0.479,0.855,-4.131,0.0327,0.0012,0.23,0.228,162.023,0
231360,0.785,0.582,-4.877,0.237,0.191,0.2,0.861,71.774,0
231360,0.415,0.739,-4.44,0.0472,0.683,0.958,0.322,73.119,0
231360,0.654,0.506,-5.964,0.0318,0.647,0.101,0.545,128.181,0
231366,0.678,0.325,-10.359,0.0338,0.707,0.125,0.593,123.267,0
231367,0.413,0.885,-7.695,0.0777,0.00535,0.166,0.211,113.807,0
231373,0.569,0.932,-5.497,0.893,0.777,0.927,0.342,86.499,0
231373,0.648,0.942,-2.881,0.0878,0.021,0.0594,0.73,129.007,0
231376,0.621,0.618,-6.575,0.041,0.676,0.0662,0.962,95.057,0
231385,0.619,0.802,-6.618,0.0629,0.0831,0.361,0.535,109.982,0
231386,0.577,0.901,-5.981,0.0492,0.000431,0.672,0.337,90.997,0
231386,0.554,0.989,-4.488,0.0634,0.000364,0.0887,0.407,105.001,0
231386,0.393,0.869,-7.827,0.0486,0.0731,0.426,0.653,152.337,0
231392,0.687,0.82,-2.689,0.0361,0.835,0.0805,0.737,139.003,0
231398,0.547,0.618,-9.492,0.099,0.79,0.0978,0.483,99.216,0
231400,0.401,0.505,-6.662,0.0386,0.118,0.122,0.282,77.442,0
231400,0.553,0.853,-3.668,0.0339,0.000684,0.126,0.506,122.023,0
231400,0.42,0.949,-5.108,0.0781,0.00633,0.162,0.665,178.017,0
231413,0.338,0.353,-10.003,0.0333,0.814,0.104,0.11,112.498,0
231413,0.401,0.163,-10.94,0.0319,0.932,0.119,0.303,130.273,0
231414,0.586,0.608,-6.748,0.0247,0.132,0.126,0.202,94.982,0
231416,0.693,0.385,-8.863,0.304,0.621,0.306,0.453,79.989,0
231424,0.637,0.974,-3.238,0.244,0.135,0.0929,0.588,140.113,0
231426,0.762,0.738,-5.722,0.123,0.59,0.694,0.79,102.993,0
231426,0.494,0.982,-4.775,0.0539,2.47E-06,0.314,0.51,130.077,0
231428,0.879,0.578,-10.472,0.316,0.28,0.087,0.571,133.009,0
231428,0.561,0.404,-10.193,0.0324,0.735,0.164,0.52,139.774,0
231431,0.556,0.682,-7.652,0.343,0.206,0.0609,0.351,129.721,0
231437,0.687,0.91,-6.128,0.0437,0.001,0.11,0.0676,133.995,0
231440,0.669,0.395,-9.598,0.03,0.332,0.37,0.196,125.979,0
231440,0.47,0.849,-3.554,0.0657,0.0621,0.114,0.25,139.943,0
231444,0.558,0.859,-3.992,0.0421,0.00469,0.0831,0.31,127.98,0
231449,0.563,0.906,-7.503,0.0734,0.00164,0.0722,0.71,169.967,0
231453,0.452,0.368,-5.736,0.036,0.51,0.117,0.553,147.415,0
231466,0.636,0.467,-10.1,0.0421,0.0915,0.117,0.58,96.639,0
231466,0.573,0.838,-6.508,0.0344,0.707,0.209,0.821,99.219,0
231466,0.509,0.511,-10.719,0.0293,0.626,0.365,0.799,109.959,0
231473,0.484,0.739,-8.363,0.405,0.172,0.121,0.793,167.097,0
231480,0.498,0.83,-5.157,0.0421,0.00461,0.139,0.453,89.342,0
231480,0.71,0.965,-2.594,0.23,0.0337,0.24,0.652,129.959,0
231480,0.46,0.39,-11.557,0.0305,0.436,0.0873,0.2,140.136,0
231480,0.711,0.74,-7.776,0.0361,0.258,0.104,0.639,143.053,0
231480,0.401,0.953,-4.276,0.0752,1.83E-05,0.149,0.555,174.217,0
231486,0.55,0.448,-9.117,0.0366,0.777,0.111,0.388,147.986,0
231493,0.7,0.344,-20.913,0.477,0.862,0.138,0.473,89.845,0
231493,0.63,0.363,-7.949,0.029,0.678,0.104,0.63,108.655,0
231496,0.732,0.421,-8.364,0.0876,0.685,0.224,0.482,126.943,0
231500,0.72,0.62,-8.439,0.0284,0.738,0.155,0.258,124.434,0
231501,0.669,0.84,-5,0.0341,0.0228,0.154,0.868,146.034,0
231502,0.383,0.635,-6.331,0.095,0.496,0.0715,0.4,95.112,0
231506,0.383,0.836,-13.16,0.0341,0.00744,0.422,0.494,100.14,0
231506,0.372,0.904,-4.438,0.106,0.007,0.112,0.362,159.081,0
231513,0.234,0.99,-5.627,0.0825,2.53E-05,0.343,0.21,92.245,0
231520,0.756,0.697,-3.588,0.319,0.545,0.761,0.968,82.473,0
231529,0.188,0.816,-5.739,0.0772,0.000555,0.0793,0.0654,85.055,0
231533,0.329,0.763,-10.339,0.0778,2.69E-05,0.363,0.54,123.315,0
231533,0.179,0.912,-3.881,0.0791,0.0014,0.582,0.289,182.99,0
231535,0.461,0.998,-3.555,0.259,0.000116,0.512,0.0516,140.016,0
231546,0.615,0.931,-7.613,0.0393,0.0414,0.0973,0.787,119.462,0
231546,0.631,0.644,-10.651,0.072,0.756,0.299,0.64,119.963,0
231549,0.584,0.542,-8.008,0.0262,0.228,0.0863,0.5,136.182,0
231555,0.467,0.453,-8.104,0.0405,0.694,0.111,0.241,135.302,0
231560,0.775,0.593,-7.002,0.0301,0.483,0.311,0.668,114.059,0
231560,0.24,0.851,-11.941,0.0492,0.00017,0.344,0.512,171.036,0
231562,0.799,0.929,-3.231,0.0668,0.253,0.24,0.952,127.999,0
231562,0.799,0.929,-3.231,0.0668,0.253,0.24,0.952,127.999,0
231573,0.378,0.199,-18.971,0.186,0.778,0.114,0.242,77.657,0
231573,0.561,0.974,-5.178,0.113,0.0572,0.244,0.337,120.297,0
231575,0.63,0.739,-3.942,0.0248,0.194,0.113,0.224,109.985,0
231575,0.696,0.459,-10.573,0.0287,0.117,0.0823,0.221,120.041,0
231580,0.536,0.79,-7.613,0.0631,0.00183,0.107,0.467,101.985,0
231585,0.432,0.0498,-17.124,0.0513,0.994,0.0932,0.0589,76.215,0
231586,0.573,0.754,-4.788,0.0329,0.0248,0.104,0.241,132.964,0
231586,0.404,0.906,-4.827,0.56,0.166,0.055,0.435,194.844,0
231588,0.433,0.929,-4.33,0.0817,3.89E-05,0.769,0.504,160.048,0
231600,0.606,0.62,-5.005,0.0298,0.0301,0.167,0.543,88.984,0
231603,0.681,0.912,-4.159,0.0912,0.000757,0.359,0.479,125.031,0
231603,0.77,0.899,-2.981,0.0494,0.222,0.0894,0.851,128.05,0
231605,0.547,0.313,-7.982,0.0315,0.612,0.111,0.261,133.737,0
231606,0.712,0.856,-5.665,0.0852,0.313,0.173,0.527,150.07,0
231613,0.689,0.59,-9.272,0.135,0.14,0.137,0.872,93.914,0
231616,0.72,0.664,-7.278,0.105,0.00435,0.0601,0.268,99.958,0
231618,0.818,0.598,-5.948,0.113,0.0573,0.634,0.331,111.052,0
231618,0.503,0.592,-5.923,0.444,0.0181,0.169,0.344,201.85,0
231626,0.282,0.989,-4.899,0.0887,2.89E-05,0.392,0.104,105.285,0
231626,0.6,0.242,-12.63,0.031,0.697,0.128,0.3,106.616,0
231640,0.59,0.759,-7.477,0.042,0.0706,0.192,0.808,89.821,0
231640,0.52,0.304,-15.255,0.0284,0.816,0.0948,0.0392,103.981,0
231642,0.545,0.468,-6.064,0.0247,0.637,0.128,0.279,76.045,0
231653,0.752,0.771,-4.765,0.113,0.621,0.11,0.794,99.97,0
231653,0.574,0.705,-8.408,0.0315,0.729,0.16,0.686,108.056,0
231653,0.194,0.297,-8.397,0.0356,0.899,0.095,0.106,171.489,0
231665,0.531,0.887,-4.417,0.0329,0.00261,0.0657,0.626,104.055,0
231679,0.674,0.821,-5.928,0.0333,0.0243,0.149,0.949,96.005,0
231680,0.444,0.977,-2.998,0.0859,0.000116,0.291,0.402,99.976,0
231680,0.487,0.961,-4.139,0.132,0.0415,0.553,0.323,170.005,0
231693,0.503,0.999,-2.094,0.24,0.00338,0.0696,0.3,183.998,0
231700,0.583,0.991,-0.311,0.197,0.000982,0.276,0.249,149.961,0
231704,0.608,0.773,-3.997,0.0478,0.312,0.117,0.18,174.023,0
231706,0.522,0.72,-6.204,0.0266,0.184,0.748,0.601,105.566,0
231706,0.554,0.393,-12.32,0.0316,0.929,0.097,0.248,106.136,0
231706,0.543,0.705,-8.062,0.0465,0.0111,0.237,0.334,119.252,0
231706,0.582,0.529,-7.637,0.0248,0.00961,0.113,0.567,166.134,0
231714,0.642,0.9,-3.668,0.0619,0.0313,0.268,0.8,132.028,0
231723,0.538,0.557,-8.678,0.0914,0.262,0.102,0.506,131.03,0
231724,0.571,0.809,-3.237,0.034,0.016,0.109,0.0827,87.05,0
231724,0.568,0.833,-9.213,0.185,0.0406,0.0685,0.963,96.109,0
231724,0.463,0.642,-6.468,0.0378,0.0661,0.0808,0.11,145.043,0
231724,0.657,0.933,-3.06,0.235,0.00776,0.201,0.521,174.006,0
231733,0.577,0.2,-8.964,0.0685,0.929,0.121,0.401,142.048,0
231750,0.358,0.961,-4.253,0.067,0.0307,0.237,0.0502,105.026,0
231750,0.43,0.811,-2.712,0.0621,0.0315,0.315,0.238,159.988,0
231760,0.568,0.438,-10.504,0.0419,0.523,0.0683,0.562,79.907,0
231760,0.597,0.482,-5.888,0.0339,0.467,0.153,0.435,81.056,0
231762,0.518,0.861,-6.998,0.0493,0.00189,0.0747,0.317,100.08,0
231767,0.71,0.89,-4.347,0.0535,0.192,0.193,0.94,144.842,0
231773,0.648,0.314,-11.65,0.028,0.854,0.101,0.206,111.105,0
231773,0.185,0.983,-7.301,0.235,1.66E-05,0.197,0.102,178.864,0
231781,0.565,0.847,-4.714,0.0316,0.411,0.3,0.716,152.076,0
231784,0.708,0.487,-11.563,0.0513,0.381,0.0902,0.534,80.538,0
231784,0.682,0.462,-11.505,0.0388,0.913,0.107,0.529,96.054,0
231786,0.701,0.419,-9.912,0.0397,0.828,0.112,0.327,108.244,0
231786,0.391,0.911,-4.262,0.128,0.283,0.809,0.742,109.094,0
231794,0.646,0.836,-4.842,0.038,0.133,0.116,0.405,129.039,0
231800,0.614,0.839,-6.931,0.0412,0.0027,0.0942,0.5,149.995,0
231807,0.289,0.619,-5.97,0.125,0.877,0.397,0.197,72.139,0
231811,0.401,0.949,-5.136,0.0477,0.000148,0.0636,0.471,151.889,0
231813,0.378,0.971,-4.281,0.0883,1.98E-05,0.313,0.267,97.617,0
231813,0.578,0.757,-6.481,0.0344,0.575,0.154,0.652,123.944,0
231813,0.567,0.224,-10.024,0.0299,0.887,0.109,0.2,124.44,0
231813,0.51,0.898,-5.803,0.0394,0.193,0.111,0.711,125.163,0
231815,0.572,0.634,-10.599,0.0617,0.00547,0.129,0.432,168.136,0
231818,0.636,0.699,-6.243,0.319,0.392,0.144,0.396,87.43,0
231826,0.518,0.824,-9.466,0.0336,5.51E-05,0.0941,0.427,155.933,0
231828,0.693,0.954,-2.305,0.287,0.167,0.354,0.678,76.509,0
231833,0.731,0.506,-11.305,0.0578,0.375,0.101,0.228,93.947,0
231836,0.456,0.921,-2.983,0.0517,0.0404,0.129,0.0739,86.949,0
231840,0.793,0.747,-4.854,0.165,0.0694,0.0828,0.57,95.036,0
231840,0.625,0.443,-11.177,0.123,0.665,0.987,0.72,130.711,0
231840,0.469,0.278,-16.311,0.028,0.248,0.133,0.331,169.735,0
231840,0.578,0.727,-4.872,0.0332,0.0304,0.172,0.885,170.593,0
231840,0.235,0.965,-2.882,0.28,0.00887,0.0448,0.322,185.278,0
231843,0.496,0.876,-2.982,0.0414,7.62E-05,0.283,0.351,140.022,0
231849,0.53,0.905,-5.936,0.0949,0.00122,0.152,0.654,176.001,0
231851,0.542,0.643,-7.097,0.0394,0.0954,0.115,0.237,135.921,0
231853,0.641,0.757,-4.867,0.0326,0.0165,0.0906,0.458,87.995,0
231853,0.519,0.726,-6.982,0.0329,0.0237,0.253,0.304,123.631,0
231853,0.725,0.708,-5.331,0.0756,0.22,0.777,0.555,130.029,0
231853,0.45,0.933,-3.963,0.128,0.0115,0.119,0.525,154.18,0
231857,0.824,0.911,-3.23,0.0664,0.675,0.145,0.968,139.973,0
231857,0.789,0.652,-9.734,0.219,0.38,0.091,0.0775,139.981,0
231859,0.593,0.945,-3.408,0.126,0.00174,0.923,0.674,110.023,0
231862,0.418,0.8,-3.38,0.134,0.255,0.0583,0.556,173.341,0
231866,0.683,0.911,-3.332,0.0665,0.162,0.0726,0.879,92.003,0
231866,0.366,0.947,-6.111,0.0482,0.0026,0.685,0.437,104.14,0
231866,0.581,0.721,-9.86,0.0441,0.612,0.648,0.67,105.843,0
231866,0.468,0.942,-2.837,0.0361,0.0145,0.537,0.511,149.743,0
231880,0.901,0.531,-5.365,0.0853,0.0768,0.101,0.563,100.016,0
231888,0.646,0.593,-6.955,0.0492,0.377,0.298,0.959,97.98,0
231891,0.554,0.853,-3.675,0.0972,0.077,0.272,0.579,148.096,0
231892,0.621,0.762,-5.828,0.0408,0.141,0.502,0.858,149.965,0
231893,0.673,0.611,-10.311,0.0314,0.623,0.854,0.863,96.338,0
231893,0.737,0.723,-4.165,0.0705,0.303,0.26,0.783,100.939,0
231893,0.726,0.736,-7.861,0.0464,0.0972,0.0701,0.914,126.067,0
231893,0.621,0.719,-7.509,0.031,0.554,0.259,0.78,140.228,0
231897,0.731,0.317,-13.775,0.0358,0.812,0.106,0.33,114.078,0
231907,0.157,0.0145,-30.709,0.0448,0.976,0.0931,0.0708,135.535,0
231917,0.697,0.375,-15.478,0.326,0.428,0.0658,0.321,66.997,0
231920,0.451,0.676,-11.064,0.919,0.879,0.947,0.251,55.188,0
231920,0.627,0.757,-9.564,0.0509,0.000431,0.349,0.523,108.025,0
231920,0.503,0.904,-3.895,0.048,0.000482,0.132,0.384,165.099,0
231927,0.272,0.358,-9.335,0.0297,0.027,0.12,0.202,75.772,0
231928,0.414,0.925,-4.699,0.226,0.0539,0.794,0.624,139.811,0
231933,0.725,0.803,-4.083,0.0337,0.013,0.0891,0.403,117.391,0
231933,0.668,0.906,-4.881,0.17,0.214,0.135,0.507,135.653,0
231933,0.431,0.328,-13.039,0.0311,0.822,0.116,0.159,148.068,0
231937,0.68,0.735,-5.628,0.281,0.315,0.307,0.717,163.976,0
231938,0.558,0.554,-11.589,0.0287,0.0689,0.223,0.503,144.133,0
231958,0.449,0.261,-11.057,0.0324,0.626,0.101,0.218,84.138,0
231959,0.507,0.928,-4.678,0.083,2.51E-05,0.155,0.272,103.511,0
231960,0.556,0.909,-9.982,0.0444,0.254,0.0971,0.633,167.101,0
231962,0.705,0.636,-5.97,0.105,0.187,0.0968,0.351,151.108,0
231963,0.507,0.973,-2.905,0.176,2.10E-05,0.346,0.706,143.075,0
231963,0.741,0.645,-5.116,0.0963,0.192,0.163,0.488,149.07,0
231965,0.393,0.207,-11.865,0.0392,0.877,0.104,0.262,163.99,0
231966,0.76,0.661,-8.958,0.102,0.251,0.102,0.718,117.114,0
231967,0.543,0.915,-4.658,0.0414,0.00242,0.0571,0.55,150.007,0
231968,0.744,0.801,-5.161,0.0841,0.0147,0.118,0.198,140.07,0
231973,0.74,0.867,-4.309,0.0615,0.117,0.13,0.67,91.978,0
231973,0.595,0.723,-13.668,0.0424,0.000991,0.0915,0.733,125.623,0
231980,0.606,0.728,-14.006,0.0364,0.113,0.119,0.0367,121.011,0
231986,0.574,0.833,-6.239,0.0563,0.0611,0.105,0.574,86.008,0
231986,0.45,0.591,-5.551,0.0248,0.0248,0.0891,0.283,98.51,0
231990,0.301,0.615,-11.382,0.0353,0.00282,0.1,0.083,125.81,0
231998,0.611,0.622,-5.075,0.0734,0.0188,0.359,0.538,146.11,0
232000,0.519,0.908,-1.348,0.111,0.151,0.0985,0.0894,75.145,0
232000,0.526,0.44,-7.683,0.0286,0.765,0.0819,0.24,75.989,0
232000,0.0851,0.199,-25.653,0.0447,0.827,0.108,0.054,77.681,0
232000,0.55,0.79,-4,0.05,0.01,0.08,0.57,80,1
232000,0.847,0.583,-8.631,0.411,0.12,0.555,0.837,83.996,0
232000,0.284,0.31,-10.811,0.0322,0.513,0.13,0.301,84.918,0
232000,0.571,0.504,-13.128,0.041,0.228,0.102,0.468,90.044,0
232000,0.628,0.366,-14.213,0.0374,0.492,0.0982,0.749,91.864,0
